"formulaRank"	"molecularFormula"	"adduct"	"precursorFormula"	"NPC#pathway"	"NPC#pathway Probability"	"NPC#superclass"	"NPC#superclass Probability"	"NPC#class"	"NPC#class Probability"	"ClassyFire#superclass"	"ClassyFire#superclass probability"	"ClassyFire#class"	"ClassyFire#class Probability"	"ClassyFire#subclass"	"ClassyFire#subclass Probability"	"ClassyFire#level 5"	"ClassyFire#level 5 Probability"	"ClassyFire#most specific class"	"ClassyFire#most specific class Probability"	"ClassyFire#all classifications"	"ionMass"	"retentionTimeInSeconds"	"retentionTimeInMinutes"	"formulaId"	"alignedFeatureId"	"mappingFeatureId"	"overallFeatureQuality"
1	"C16H22N6O7"	"[M - H2O + H]+"	"C16H21N6O6+"	"Carbohydrates"	0.865	"Pseudoalkaloids (transamidation)"	0.731	"Purine alkaloids"	0.790	"Nucleosides, nucleotides, and analogues"	0.826	"Purine nucleosides"	0.739					"Purine nucleosides"	0.739	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	393.152	732	12.193	"673187374196992737"	"673151022323427827"	"1017"	
1	"C9H10O3"	"[M - H2O + H]+"	"C9H9O2+"	"Shikimates and Phenylpropanoids"	0.857	"Phenylpropanoids (C6-C3)"	0.949	"Cinnamic acids and derivatives"	0.911	"Benzenoids"	0.991	"Benzene and substituted derivatives"	0.936	"Styrenes"	0.654			"Styrenes"	0.654	"Organic compounds; Styrenes; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	149.060	734	12.241	"673187378378714002"	"673151022625417765"	"1027"	
1	"C9H8O2"	"[M - H2O + H]+"	"C9H7O+"	"Shikimates and Phenylpropanoids"	0.946	"Phenylpropanoids (C6-C3)"	0.993	"Cinnamic acids and derivatives"	0.991	"Phenylpropanoids and polyketides"	0.947	"Cinnamic acids and derivatives"	0.862	"Cinnamic acids"	0.898			"Cinnamic acids"	0.898	"Organic compounds; Styrenes; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cinnamic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	131.049	735	12.244	"673187537699355815"	"673151022591863328"	"1026"	
2	"C15H18O7"	"[M + K]+"	"C15H18KO7+"	"Shikimates and Phenylpropanoids"	0.741	"Coumarins"	0.783	"Isocoumarins"	0.365	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.732	"Glycosyl compounds"	0.599	"Glycosyl compounds"	0.599	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Pyrans; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Pyranones and derivatives; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	349.068	735	12.246	"673187545186188815"	"673151022499588625"	"1023"	
2	"C23H35N5O15"	"[M + Na]+"	"C23H35N5NaO15+"	"Carbohydrates"	0.987	"Aminosugars and aminoglycosides"	0.807	"Aminoglycosides"	0.830	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	0.999	"Carbohydrates and carbohydrate conjugates"	0.988	"Aminosaccharides"	0.744	"Aminocyclitol glycosides"	0.619	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Cyclitols and derivatives; Cyclohexanols; Carboximidamides; Aminosaccharides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	644.202	735	12.247	"673187582939119817"	"673151022717692468"	"1031"	
1	"C15H18O7"	"[M + Na]+"	"C15H18NaO7+"	"Shikimates and Phenylpropanoids"	0.592	"Phenylpropanoids (C6-C3)"	0.783	"Cinnamic acids and derivatives"	0.708	"Phenylpropanoids and polyketides"	0.953	"Cinnamic acids and derivatives"	0.982	"Cinnamic acid esters"	0.974	"O-cinnamoyl glycosides"	0.976	"O-cinnamoyl glycosides"	0.976	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; O-cinnamoyl glycosides; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	333.094	735	12.250	"673187598659371821"	"673151022688332335"	"1030"	
1	"C13H24O2"	"[M + H]+"	"C13H25O2+"	"Terpenoids"	0.927	"Sesquiterpenoids"	0.712	"Caryophyllane sesquiterpenoids"	0.163	"Lipids and lipid-like molecules"	0.642	"Prenol lipids"	0.509					"Prenol lipids"	0.509	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	213.185	736	12.263	"673187424708997541"	"673151022558308891"	"1025"	
1	"C13H22O"	"[M - H2O + H]+"	"C13H21+"	"Terpenoids"	0.980	"Sesquiterpenoids"	0.883	"Humulane sesquiterpenoids"	0.055	"Lipids and lipid-like molecules"	0.710	"Prenol lipids"	0.699					"Prenol lipids"	0.699	"Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	177.164	736	12.267	"673187428689392416"	"673151022470228492"	"1022"	
1	"C20H24O5"	"[M - H2O + H]+"	"C20H23O4+"	"Terpenoids"	0.713	"Diterpenoids"	0.549	"Gibberellins"	0.030	"Lipids and lipid-like molecules"	0.537							"Lipids and lipid-like molecules"	0.537	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	327.159	736	12.273	"673187428236407519"	"673151022776412734"	"1033"	
2	"C30H18O16"	"[M + H]+"	"C30H19O16+"	"Shikimates and Phenylpropanoids"	1.000	"Flavonoids"	0.999	"Flavonols"	0.996	"Phenylpropanoids and polyketides"	0.995	"Flavonoids"	0.998	"Flavonoid glycosides"	0.993	"Flavonoid O-glycosides"	0.995	"Flavonoid-3-O-glycosides"	0.957	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Benzenediols; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	635.066	737	12.277	"673187448742360492"	"673151022847715912"	"1036"	
1	"C20H18O11"	"[M + Na]+"	"C20H18NaO11+"	"Shikimates and Phenylpropanoids"	1.000	"Flavonoids"	1.000	"Flavonols"	0.995	"Phenylpropanoids and polyketides"	0.998	"Flavonoids"	0.999	"Flavonoid glycosides"	0.996	"Flavonoid O-glycosides"	0.997	"Flavonoid-3-O-glycosides"	0.964	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Benzenediols; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	457.074	737	12.282	"673187435190563800"	"673151022818355779"	"1035"	
3	"C17H23N3O6S"	"[M + K]+"	"C17H23KN3O6S+"	"Carbohydrates"	0.790	"Nucleosides"	0.806	"Pyrimidine nucleosides"	0.528	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.993	"Carbohydrates and carbohydrate conjugates"	0.959	"Glycosyl compounds"	0.964	"Glycosylamines"	0.963	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	436.095	737	12.283	"673187520079084255"	"673151022906436178"	"1039"	
1	"C20H18O11"	"[M + H]+"	"C20H19O11+"	"Shikimates and Phenylpropanoids"	1.000	"Flavonoids"	1.000	"Flavonols"	0.996	"Phenylpropanoids and polyketides"	0.998	"Flavonoids"	0.999	"Flavonoid glycosides"	0.996	"Flavonoid O-glycosides"	0.997	"Flavonoid-3-O-glycosides"	0.962	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Benzenediols; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	435.092	737	12.286	"673187714984203811"	"673151022877076045"	"1038"	
1	"C15H12O8"	"[M - H2O + H]+"	"C15H11O7+"	"Shikimates and Phenylpropanoids"	0.987	"Flavonoids"	0.980	"Flavonols"	0.933	"Phenylpropanoids and polyketides"	0.942	"Flavonoids"	0.949	"Flavones"	0.905	"Flavonols"	0.822	"Flavonols"	0.822	"Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Benzenediols; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	303.050	737	12.288	"673187882949309884"	"673151022939990615"	"1040"	
1	"C21H34O8"	"[M + Na]+"	"C21H34NaO8+"	"Polyketides"	0.539	"Macrolides"	0.174	"Open-chain polyketides"	0.139	"Lipids and lipid-like molecules"	0.670	"Fatty Acyls"	0.544					"Fatty Acyls"	0.544	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	437.214	737	12.291	"673187700325110258"	"673151022969350748"	"1041"	
1	"C21H34O8"	"[M - H2O + H]+"	"C21H33O7+"	"Terpenoids"	0.990	"Apocarotenoids"	0.922	"Megastigmanes"	0.900	"Lipids and lipid-like molecules"	0.885	"Prenol lipids"	0.846	"Sesquiterpenoids"	0.877			"Sesquiterpenoids"	0.877	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Aldehydes; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	397.221	737	12.291	"673187782822881329"	"673151022998710881"	"1042"	
1	"C13H20O"	"[M - H2O + H]+"	"C13H19+"	"Terpenoids"	0.963	"Sesquiterpenoids"	0.820	"Bisabolane sesquiterpenoids"	0.443	"Lipids and lipid-like molecules"	0.551							"Lipids and lipid-like molecules"	0.551	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	175.148	738	12.295	"673187832051429498"	"673151023036459622"	"1043"	
2	"C28H22O17"	"[M + H]+"	"C28H23O17+"	"Shikimates and Phenylpropanoids"	1.000	"Flavonoids"	0.999	"Flavonols"	0.998	"Phenylpropanoids and polyketides"	0.997	"Flavonoids"	0.998	"Flavonoid glycosides"	0.996	"Flavonoid O-glycosides"	0.997	"Flavonoid-3-O-glycosides"	0.993	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenediols; Benzenetriols and derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	631.092	738	12.306	"673187939505309772"	"673151023065819755"	"1044"	
4	"C19H32O8"	"[M + Na]+"	"C19H32NaO8+"	"Terpenoids"	0.572	"Sesquiterpenoids"	0.344	"Bisabolane sesquiterpenoids"	0.463	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.554	"Glycosyl compounds"	0.465	"O-glycosyl compounds"	0.538	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	411.198	739	12.313	"673187904994572514"	"673151023095179888"	"1045"	
2	"C13H18O3"	"[M + H]+"	"C13H19O3+"	"Terpenoids"	0.810	"Apocarotenoids"	0.351	"Apocarotenoids(ε-)"	0.375	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbonyl compounds"	0.936	"Ketones"	0.862	"Cyclohexenones"	0.565	"Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	223.133	741	12.345	"673187873918973013"	"673151023149705850"	"1047"	
1	"C13H18O3"	"[M - H2O + H]+"	"C13H17O2+"	"Terpenoids"	0.950	"Apocarotenoids"	0.667	"Apocarotenoids(ε-)"	0.826	"Lipids and lipid-like molecules"	0.814	"Fatty Acyls"	0.548	"Fatty acids and conjugates"	0.619	"Branched fatty acids"	0.592	"Methyl-branched fatty acids"	0.605	"Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	205.122	741	12.347	"673187831703302148"	"673151023120345717"	"1046"	
